id,first_name,second_name,web_name,team,element_type,now_cost,selected_by_percent,transfers_in,transfers_out,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,form,value_form,value_season,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,team_name,position,price,is_corner_taker,is_freekick_taker,is_penalty_taker,is_set_piece_taker
513,Xavi,Simons,Xavi,19,3,60,0.0,144,678,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,Spurs,MID,6.0,0,0,0,0
514,Mathys,Tel,Tel,19,3,59,0.3,5830,25307,4,2.0,157,0,0,0,4,0,0,0,0,27,14.2,29.3,43.0,8.6,2.0,0.3,0.7,,4.0,,Spurs,MID,5.9,0,0,0,0
515,James,Maddison,Maddison,19,3,64,0.6,2843,69402,1,1.0,22,0,0,0,0,0,0,0,0,6,4.4,8.3,8.0,2.1,0.5,0.1,0.2,,,,Spurs,MID,6.4,0,0,0,0
516,Rodrigo,Bentancur,Bentancur,19,3,55,0.2,1304,4197,3,1.5,135,0,0,0,3,0,0,0,0,25,17.4,21.8,0.0,4.0,1.5,0.3,0.5,,,,Spurs,MID,5.5,0,0,0,0
517,Wilson,Odobert,Odobert,19,3,55,0.0,37,50,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,MID,5.5,0,0,0,0
518,Pape Matar,Sarr,P.M.Sarr,19,3,49,0.2,4138,14910,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,MID,4.9,0,0,0,0
519,Conor,Gallagher,Gallagher,19,3,54,0.2,2100,10023,0,0.0,45,0,0,0,2,1,0,0,0,1,0.0,5.5,1.0,0.5,0.0,0.0,0.0,,,,Spurs,MID,5.4,0,0,0,0
520,Lucas,Bergvall,Bergvall,19,3,54,0.2,1036,5081,1,1.0,45,0,0,0,2,0,0,0,0,2,0.0,2.0,2.0,0.0,0.5,0.1,0.2,,,,Spurs,MID,5.4,0,0,0,0
521,Dejan,Kulusevski,Kulusevski,19,3,65,0.0,140,391,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,MID,6.5,0,0,0,0
522,Archie,Gray,Gray,19,3,50,0.2,3609,5923,4,2.0,152,0,0,0,4,0,0,0,0,24,8.0,4.8,0.0,1.3,2.0,0.4,0.8,,,,Spurs,MID,5.0,0,0,0,0
523,Mikey,Moore,Moore,19,3,50,0.1,3237,7011,3,1.5,89,0,0,0,4,0,0,0,0,11,14.2,6.3,56.0,7.5,1.5,0.3,0.6,,,,Spurs,MID,5.0,0,0,0,0
524,Callum,Olusesi,Olusesi,19,3,45,0.7,3345,17514,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,MID,4.5,0,0,0,0
525,Mateus,Fernandes,Fernandes,19,3,59,1.3,8537,66733,3,1.5,135,0,0,0,3,0,0,0,0,34,21.2,73.5,3.0,9.7,1.5,0.3,0.5,2.0,,,Spurs,MID,5.9,0,0,0,0
526,Dominic,Solanke-Mitchell,Solanke,19,4,59,1.1,14251,49693,2,1.0,37,0,0,0,0,0,0,0,0,9,3.2,0.3,11.0,1.5,1.0,0.2,0.3,,,1.0,Spurs,FWD,5.9,0,0,1,1
527,Richarlison,de Andrade,Richarlison,19,4,59,1.8,21063,137369,2,2.0,67,0,0,0,3,0,0,0,0,6,0.0,2.2,0.0,0.2,1.0,0.2,0.3,,,5.0,Spurs,FWD,5.9,0,0,0,0
528,Dane,Scarlett,Scarlett,19,4,45,1.8,42525,44336,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,FWD,4.5,0,0,0,0
578,Mykhailo,Mudryk,Mudryk,19,3,54,0.1,2731,2329,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,MID,5.4,0,0,0,0
601,Luca,Williams-Barnett,Williams-Barnett,19,3,45,0.1,6469,2462,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,MID,4.5,0,0,0,0
501,Kevin,Danso,Danso,20,2,50,0.2,1998,5245,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,DEF,5.0,0,0,0,0
529,Robin,Roefs,Roefs,20,1,50,3.4,12819,68592,7,3.5,180,0,0,1,2,0,0,1,0,29,19.2,0.0,0.0,1.9,3.5,0.7,1.4,,,,Sunderland,GK,5.0,0,0,0,0
530,Anthony,Patterson,Patterson,20,1,40,0.1,0,3763,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,GK,4.0,0,0,0,0
531,Melker,Ellborg,Ellborg,20,1,45,0.1,539,1639,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,GK,4.5,0,0,0,0
532,Daniel,Ballard,Ballard,20,2,50,4.2,25315,117064,8,4.0,180,0,0,1,2,1,0,0,0,31,41.8,2.4,7.0,5.1,4.0,0.8,1.6,,,,Sunderland,DEF,5.0,0,0,0,0
533,Nordi,Mukiele,Mukiele,20,2,55,2.4,23217,57421,9,9.0,90,0,0,1,0,0,0,0,1,28,42.6,8.0,2.0,5.3,4.5,0.8,1.6,,,,Sunderland,DEF,5.5,0,0,0,0
534,Trai,Hume,Hume,20,2,45,5.4,28433,102107,8,4.0,169,0,0,1,1,0,0,0,0,38,28.0,58.5,15.0,10.2,4.0,0.9,1.8,3.0,,,Sunderland,DEF,4.5,0,0,0,0
535,Omar,Alderete,Alderete,20,2,50,0.4,3891,12916,1,1.0,23,0,0,0,1,0,0,0,0,2,0.0,0.6,0.0,0.0,0.5,0.1,0.2,,,,Sunderland,DEF,5.0,0,0,0,0
536,Reinildo,Mandava,Reinildo,20,2,45,0.4,2593,6899,7,3.5,180,0,0,1,2,0,0,0,0,35,39.4,33.5,6.0,7.9,3.5,0.8,1.6,,,,Sunderland,DEF,4.5,0,0,0,0
537,Jenson,Seelt,Seelt,20,2,45,0.0,61,423,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,DEF,4.5,0,0,0,0
538,Leo Fuhr,Hjelde,Hjelde,20,2,40,0.0,0,1609,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,DEF,4.0,0,0,0,0
539,Luke,O'Nien,O'Nien,20,2,40,3.1,9085,44025,1,1.0,66,0,0,0,1,1,0,0,0,1,11.4,1.4,4.0,1.7,0.5,0.1,0.2,,,,Sunderland,DEF,4.0,0,0,0,0
540,Arthur,Masuaku,Masuaku,20,2,40,0.2,0,7670,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,DEF,4.0,0,0,0,0
541,Thomas,Meunier,Meunier,20,2,45,0.3,3174,3576,7,3.5,180,0,0,1,2,0,0,0,0,32,36.4,25.3,20.0,8.2,3.5,0.8,1.6,,,,Sunderland,DEF,4.5,0,0,0,0
542,Enzo,Le Fée,E.Le Fée,20,3,59,6.2,17198,315805,5,2.5,168,0,0,1,1,0,0,0,0,26,8.0,31.1,30.0,7.0,2.5,0.4,0.8,1.0,2.0,2.0,Sunderland,MID,5.9,1,0,0,1
543,Habib,Diarra,Diarra,20,3,55,0.1,481,2894,5,2.5,28,0,1,0,1,0,0,0,0,18,15.6,10.9,2.0,2.9,2.5,0.5,0.9,,,1.0,Sunderland,MID,5.5,0,0,1,1
544,Granit,Xhaka,Xhaka,20,3,55,4.6,79716,55892,15,7.5,180,0,1,1,2,0,0,0,5,60,39.2,89.3,0.0,12.8,7.5,1.4,2.7,2.0,1.0,,Sunderland,MID,5.5,0,1,0,1
545,Noah,Sadiki,Sadiki,20,3,50,0.3,2729,7448,5,2.5,180,0,0,1,2,0,0,0,0,39,33.0,39.9,31.0,10.4,2.5,0.5,1.0,,,,Sunderland,MID,5.0,0,0,0,0
546,Simon,Adingra,Adingra,20,3,49,0.0,233,5172,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,MID,4.9,0,0,0,0
547,Romaine,Mundle,Mundle,20,3,50,0.0,106,265,1,1.0,1,0,0,0,0,0,0,0,0,2,8.0,0.1,17.0,2.5,0.5,0.1,0.2,,,,Sunderland,MID,5.0,0,0,0,0
548,Chris,Rigg,Rigg,20,3,50,0.1,211,1320,2,1.0,17,0,0,0,1,0,0,0,0,6,0.0,0.3,0.0,0.0,1.0,0.2,0.4,,,,Sunderland,MID,5.0,0,0,0,0
549,Chemsdine,Talbi,Talbi,20,3,54,0.2,643,6138,1,1.0,31,0,0,0,1,0,0,0,0,1,0.0,0.9,0.0,0.0,0.5,0.1,0.2,,,,Sunderland,MID,5.4,0,0,0,0
550,Djiamgone Jocelin Ta,Bi,Jocelin.T,20,3,50,0.0,118,188,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,MID,5.0,0,0,0,0
551,Nilson,Angulo,N.Angulo,20,3,50,0.1,9357,3937,8,4.0,122,1,0,1,1,1,0,0,0,36,40.0,20.0,16.0,7.6,4.0,0.8,1.6,,3.0,,Sunderland,MID,5.0,0,0,0,0
552,Brian,Brobbey,Brobbey,20,4,59,9.6,60857,389461,4,2.0,129,0,0,1,1,0,0,0,0,6,0.0,4.3,15.0,1.8,2.0,0.3,0.7,,,,Sunderland,FWD,5.9,0,0,0,0
553,Wilson,Isidor,Isidor,20,4,55,1.1,30861,24508,9,4.5,49,1,0,0,1,0,0,0,3,32,29.2,0.3,25.0,5.4,4.5,0.8,1.6,,,,Sunderland,FWD,5.5,0,0,0,0
612,Dayann,Méthalie,Methalie,20,2,45,0.0,384,98,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,DEF,4.5,0,0,0,0
613,Jules,Ahoka,Ahoka,20,3,45,0.2,13834,4059,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,MID,4.5,0,0,0,0
646,Malick,Fofana,Fofana,20,3,55,0.0,1392,132,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,MID,5.5,0,0,0,0
651,Juan,Angulo,J.Angulo,20,4,45,0.1,7595,836,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sunderland,FWD,4.5,0,0,0,0
